locus_tag	EC
AAFOLC_02120	EC=3.6.3.28
AAFOLC_02205	EC=2.7.13.3
AAFOLC_02270	EC=1.2.1.3
AAFOLC_02280	EC=6.2.1.3
AAFOLC_02280	EC=6.2.1.26
AAFOLC_02295	EC=3.5.1.18
AAFOLC_02330	EC=1.1.1.31
AAFOLC_02370	EC=2.8.1.13
AAFOLC_02415	EC=1.3.1.9
AAFOLC_02420	EC=2.3.1.41
AAFOLC_02425	EC=5.3.3.14
AAFOLC_02425	EC=4.2.1.59
AAFOLC_02435	EC=1.3.5.2
AAFOLC_02440	EC=2.4.2.10
AAFOLC_02450	EC=2.1.2.10
AAFOLC_02465	EC=1.4.4.2
AAFOLC_02470	EC=1.4.4.2
AAFOLC_02490	EC=6.5.1.2
AAFOLC_02505	EC=1.12.99.6
AAFOLC_02510	EC=1.12.99.6
AAFOLC_02650	EC=6.4.1.6
AAFOLC_02655	EC=6.4.1.6
AAFOLC_02675	EC=2.7.7.8
AAFOLC_02705	EC=2.7.1.26
AAFOLC_02715	EC=6.3.2.9
AAFOLC_02725	EC=2.7.8.13
AAFOLC_02735	EC=6.3.2.13
AAFOLC_02750	EC=2.1.1.199
AAFOLC_02770	EC=5.3.1.13
AAFOLC_02780	EC=3.1.2.6
AAFOLC_02845	EC=4.1.3.4
AAFOLC_02885	EC=2.7.13.3
AAFOLC_02910	EC=4.1.1.20
AAFOLC_02920	EC=4.3.2.1
AAFOLC_02930	EC=5.1.3.14
AAFOLC_02950	EC=3.5.4.10
AAFOLC_02950	EC=2.1.2.3
AAFOLC_02960	EC=2.1.1.176
AAFOLC_02965	EC=6.3.4.4
AAFOLC_02990	EC=4.2.1.147
AAFOLC_03055	EC=1.1.2.7
AAFOLC_03090	EC=3.5.4.27
AAFOLC_03155	EC=1.3.3.11
AAFOLC_03175	EC=2.7.13.3
AAFOLC_03190	EC=3.6.1.27
AAFOLC_03200	EC=1.17.99.6
AAFOLC_03205	EC=2.8.4.3
AAFOLC_03235	EC=2.5.1.6
AAFOLC_03240	EC=2.1.1.33
AAFOLC_03285	EC=4.1.1.37
AAFOLC_03290	EC=2.7.4.27
AAFOLC_03290	EC=2.7.11.32
AAFOLC_03300	EC=1.1.1.25
AAFOLC_03330	EC=2.1.1.170
AAFOLC_03380	EC=1.17.7.3
AAFOLC_03420	EC=6.3.4.20
AAFOLC_03435	EC=6.6.1.2
AAFOLC_03470	EC=2.4.1.227
AAFOLC_03475	EC=6.3.2.8
AAFOLC_03485	EC=5.99.1.3
AAFOLC_03545	EC=1.1.1.100
AAFOLC_03565	EC=3.6.3.24
AAFOLC_03620	EC=2.7.2.4
AAFOLC_03635	EC=2.1.1.297
AAFOLC_03645	EC=2.7.1.33
AAFOLC_03650	EC=3.6.1.31
AAFOLC_03660	EC=5.3.1.16
AAFOLC_03675	EC=4.2.1.19
AAFOLC_03680	EC=3.4.25.2
AAFOLC_03685	EC=3.6.4.12
AAFOLC_03745	EC=2.8.3.5
AAFOLC_03795	EC=3.6.3.28
AAFOLC_03855	EC=2.7.13.3
AAFOLC_03910	EC=4.1.1.31
AAFOLC_03990	EC=1.6.5.3
AAFOLC_04045	EC=5.4.99.25
AAFOLC_04125	EC=2.5.1.3
AAFOLC_04130	EC=2.3.3.9
AAFOLC_04135	EC=5.1.3.1
AAFOLC_04140	EC=4.1.2.13
AAFOLC_04145	EC=2.2.1.1
AAFOLC_04150	EC=2.7.1.19
AAFOLC_04155	EC=3.1.3.11
AAFOLC_04165	EC=4.1.1.39
AAFOLC_04170	EC=4.1.1.39
AAFOLC_04220	EC=2.7.13.3
AAFOLC_04295	EC=2.7.2.8
AAFOLC_04370	EC=2.1.1.144
AAFOLC_04550	EC=2.8.1.7
AAFOLC_04555	EC=2.7.13.3
AAFOLC_04660	EC=1.1.1.25
AAFOLC_04890	EC=2.1.2.11
AAFOLC_04905	EC=1.1.1.205
AAFOLC_04925	EC=2.7.4.8
AAFOLC_04940	EC=2.3.1.179
AAFOLC_04950	EC=1.1.1.100
AAFOLC_04955	EC=2.3.1.39
AAFOLC_05015	EC=1.3.5.1
AAFOLC_05020	EC=1.3.5.1
AAFOLC_05125	EC=2.1.1.192
AAFOLC_05145	EC=2.6.1.9
AAFOLC_05155	EC=4.2.1.12
AAFOLC_05165	EC=2.7.13.3
AAFOLC_05170	EC=3.2.1.17
AAFOLC_05185	EC=3.6.3.27
AAFOLC_05205	EC=2.6.1.11
AAFOLC_05210	EC=2.1.3.3
AAFOLC_05250	EC=2.8.1.7
AAFOLC_05260	EC=1.18.6.1
AAFOLC_05265	EC=1.18.6.1
AAFOLC_05270	EC=1.18.6.1
AAFOLC_05320	EC=2.8.1.1
AAFOLC_05355	EC=2.8.1.7
AAFOLC_05530	EC=3.1.3.25
AAFOLC_05605	EC=1.18.6.1
AAFOLC_05645	EC=4.99.1.1
AAFOLC_05730	EC=2.7.13.3
AAFOLC_05775	EC=4.1.1.23
AAFOLC_05785	EC=1.17.1.8
AAFOLC_05790	EC=5.4.2.11
AAFOLC_05805	EC=2.7.4.23
AAFOLC_05810	EC=3.6.3.28
AAFOLC_05825	EC=2.7.8.37
AAFOLC_05865	EC=3.3.1.1
AAFOLC_05885	EC=3.6.3.41
AAFOLC_06025	EC=4.2.99.18
AAFOLC_06030	EC=1.5.1.3
AAFOLC_06060	EC=2.7.1.71
AAFOLC_06065	EC=4.2.3.4
AAFOLC_06150	EC=6.1.1.3
AAFOLC_06230	EC=3.4.11.1
AAFOLC_06230	EC=3.4.11.10
AAFOLC_06380	EC=3.1.26.4
AAFOLC_06385	EC=2.7.1.39
AAFOLC_06390	EC=1.17.7.4
AAFOLC_06450	EC=1.3.3.3
AAFOLC_06455	EC=2.1.1.207
AAFOLC_06460	EC=1.10.2.2
AAFOLC_06475	EC=2.4.2.7
AAFOLC_06495	EC=2.7.13.3
AAFOLC_06500	EC=2.4.2.21
AAFOLC_06540	EC=6.3.4.19
AAFOLC_06545	EC=3.6.4.3
AAFOLC_06555	EC=6.1.1.2
AAFOLC_06560	EC=2.1.1.64
AAFOLC_06560	EC=2.1.1.222
AAFOLC_06590	EC=3.6.3.4
AAFOLC_06610	EC=3.5.4.33
AAFOLC_06630	EC=2.7.1.35
AAFOLC_06640	EC=1.3.1.42
AAFOLC_06660	EC=1.11.1.15
AAFOLC_06665	EC=1.11.1.15
AAFOLC_06690	EC=2.3.1.30
AAFOLC_06700	EC=1.1.1.37
AAFOLC_06705	EC=6.2.1.5
AAFOLC_06710	EC=6.2.1.5
AAFOLC_06715	EC=1.2.4.2
AAFOLC_06725	EC=2.3.1.61
AAFOLC_06730	EC=1.8.1.4
AAFOLC_06765	EC=1.11.1.15
AAFOLC_06845	EC=2.7.7.71
AAFOLC_06870	EC=5.4.99.12
AAFOLC_06880	EC=2.1.2.9
AAFOLC_06885	EC=3.5.1.88
AAFOLC_06895	EC=4.2.99.18
AAFOLC_06895	EC=3.2.2.23
AAFOLC_06905	EC=3.6.4.12
AAFOLC_06960	EC=3.6.4.13
AAFOLC_06975	EC=1.1.1.95
AAFOLC_07055	EC=2.3.1.174
AAFOLC_07055	EC=2.3.1.9
AAFOLC_07130	EC=1.3.8.1
AAFOLC_07220	EC=1.1.1.100
AAFOLC_07255	EC=2.7.13.3
AAFOLC_07310	EC=3.6.3.27
AAFOLC_07310	EC=3.6.3.36
AAFOLC_07340	EC=3.6.3.31
AAFOLC_07420	EC=6.2.1.1
AAFOLC_07425	EC=6.2.1.3
AAFOLC_07470	EC=3.5.4.16
AAFOLC_07475	EC=3.5.4.19
AAFOLC_07500	EC=3.6.3.27
AAFOLC_07500	EC=3.6.3.36
AAFOLC_07520	EC=6.2.1.1
AAFOLC_07550	EC=1.1.1.94
AAFOLC_07555	EC=2.3.1.234
AAFOLC_07560	EC=2.5.1.61
AAFOLC_07585	EC=2.5.1.7
AAFOLC_07605	EC=1.1.1.23
AAFOLC_07650	EC=4.3.99.3
AAFOLC_07780	EC=1.1.1.35
AAFOLC_07850	EC=2.1.1.166
AAFOLC_07945	EC=3.2.1.20
AAFOLC_07995	EC=1.1.1.100
AAFOLC_08035	EC=2.3.1.9
AAFOLC_08100	EC=6.2.1.3
AAFOLC_08105	EC=1.1.1.69
AAFOLC_08115	EC=2.7.1.30
AAFOLC_08145	EC=2.7.13.3
AAFOLC_08160	EC=3.6.3.28
AAFOLC_08190	EC=2.1.1.197
AAFOLC_08245	EC=2.7.13.3
AAFOLC_08280	EC=6.3.4.13
AAFOLC_08285	EC=3.1.11.6
AAFOLC_08295	EC=2.7.1.130
AAFOLC_08330	EC=2.2.1.6
AAFOLC_08340	EC=1.1.1.86
AAFOLC_08435	EC=4.2.1.10
AAFOLC_08440	EC=3.5.1.54
AAFOLC_08470	EC=1.5.3.1
AAFOLC_08620	EC=2.7.13.3
AAFOLC_08635	EC=2.2.1.6
AAFOLC_08790	EC=3.6.3.28
AAFOLC_08880	EC=6.3.5.2
AAFOLC_08930	EC=1.11.1.15
AAFOLC_09005	EC=2.7.6.3
AAFOLC_09010	EC=2.5.1.15
AAFOLC_09020	EC=3.6.5.n1
AAFOLC_09090	EC=1.3.8.1
AAFOLC_09170	EC=5.3.1.9
AAFOLC_09175	EC=3.1.1.31
AAFOLC_09180	EC=1.1.1.49
AAFOLC_09195	EC=6.3.4.18
AAFOLC_09200	EC=5.4.99.18
AAFOLC_09225	EC=2.4.2.14
AAFOLC_09245	EC=1.1.1.276
AAFOLC_09265	EC=2.7.4.1
AAFOLC_09275	EC=1.1.1.40
AAFOLC_09290	EC=6.1.1.23
AAFOLC_09300	EC=3.1.13.5
AAFOLC_09340	EC=3.1.22.4
AAFOLC_09350	EC=3.6.4.12
AAFOLC_09365	EC=3.6.4.12
AAFOLC_09375	EC=5.1.1.1
AAFOLC_09380	EC=3.6.4.12
AAFOLC_09390	EC=1.1.1.100
AAFOLC_09415	EC=6.4.1.2
AAFOLC_09460	EC=2.2.1.1
AAFOLC_09465	EC=1.2.1.12
AAFOLC_09470	EC=2.7.2.3
AAFOLC_09475	EC=4.1.2.13
AAFOLC_09490	EC=3.1.3.25
AAFOLC_09500	EC=2.7.1.23
AAFOLC_09535	EC=1.4.3.5
AAFOLC_09560	EC=2.7.4.9
AAFOLC_09595	EC=6.1.1.17
AAFOLC_09635	EC=4.2.1.3
AAFOLC_09640	EC=3.6.3.41
AAFOLC_09705	EC=4.2.1.59
AAFOLC_09725	EC=3.1.26.4
AAFOLC_09745	EC=3.6.3.29
AAFOLC_09765	EC=3.6.4.13
AAFOLC_09800	EC=3.1.3.18
AAFOLC_09810	EC=5.3.1.6
AAFOLC_09825	EC=1.8.1.7
AAFOLC_09875	EC=1.11.1.10
AAFOLC_09885	EC=2.1.1.67
AAFOLC_09930	EC=2.1.1.86
AAFOLC_09940	EC=2.6.1.1
AAFOLC_10005	EC=3.2.1.4
AAFOLC_10025	EC=3.6.3.36
AAFOLC_10040	EC=6.3.5.5
AAFOLC_10055	EC=1.8.1.9
AAFOLC_10180	EC=3.6.3.6
AAFOLC_10185	EC=2.3.1.8
AAFOLC_10190	EC=2.7.2.1
AAFOLC_10245	EC=1.2.1.27
AAFOLC_10260	EC=1.14.13.22
AAFOLC_10280	EC=3.6.3.31
AAFOLC_10310	EC=5.1.1.1
AAFOLC_10370	EC=2.7.13.3
AAFOLC_10510	EC=6.2.1.3
AAFOLC_10515	EC=1.1.1.35
AAFOLC_10540	EC=3.5.99.7
AAFOLC_10560	EC=3.6.3.24
AAFOLC_10565	EC=3.6.3.24
AAFOLC_10650	EC=3.6.3.17
AAFOLC_10660	EC=2.3.1.174
AAFOLC_10690	EC=1.3.8.1
AAFOLC_10700	EC=4.2.1.17
AAFOLC_10745	EC=2.3.1.180
AAFOLC_10750	EC=2.6.1.62
AAFOLC_10755	EC=6.3.3.3
AAFOLC_10760	EC=2.3.1.47
AAFOLC_10765	EC=2.8.1.6
AAFOLC_10775	EC=3.6.3.30
AAFOLC_10790	EC=3.11.1.1
AAFOLC_10840	EC=2.3.1.30
AAFOLC_10950	EC=3.5.3.11
AAFOLC_10970	EC=2.3.2.6
AAFOLC_11005	EC=3.6.3.28
AAFOLC_11025	EC=1.1.1.100
AAFOLC_11040	EC=3.6.3.17
AAFOLC_11095	EC=3.6.3.17
AAFOLC_11120	EC=3.6.3.28
AAFOLC_11190	EC=2.1.1.176
AAFOLC_11250	EC=3.6.3.36
AAFOLC_11440	EC=3.6.4.12
AAFOLC_11525	EC=2.5.1.10
AAFOLC_11530	EC=1.1.1.100
AAFOLC_11545	EC=3.8.1.2
AAFOLC_11555	EC=4.1.99.22
AAFOLC_11570	EC=1.8.4.8
AAFOLC_11635	EC=6.2.1.3
AAFOLC_12210	EC=2.3.1.9
AAFOLC_12295	EC=1.4.99.6
AAFOLC_12845	EC=1.1.2.7
AAFOLC_12855	EC=2.7.13.3
AAFOLC_12980	EC=4.4.1.8
AAFOLC_13045	EC=5.99.1.2
AAFOLC_13060	EC=2.3.1.n3
AAFOLC_13070	EC=2.1.3.2
AAFOLC_13095	EC=5.3.1.28
AAFOLC_13100	EC=2.7.7.24
AAFOLC_13105	EC=1.1.1.133
AAFOLC_13110	EC=4.2.1.46
AAFOLC_13115	EC=5.1.3.13
AAFOLC_13120	EC=2.8.1.1
AAFOLC_13120	EC=2.8.1.2
AAFOLC_13130	EC=4.1.99.3
AAFOLC_13160	EC=1.9.3.1
AAFOLC_13165	EC=1.9.3.1
AAFOLC_13185	EC=1.9.3.1
AAFOLC_13310	EC=6.3.2.1
AAFOLC_13340	EC=3.6.1.3
AAFOLC_13380	EC=2.1.1.77
AAFOLC_13395	EC=6.1.1.9
AAFOLC_13440	EC=3.1.2.6
AAFOLC_13445	EC=3.6.4.12
AAFOLC_13455	EC=1.3.8.4
AAFOLC_13535	EC=4.3.1.7
AAFOLC_13580	EC=2.7.13.3
AAFOLC_13585	EC=3.1.1.61
AAFOLC_13590	EC=2.7.13.3
AAFOLC_13710	EC=4.1.99.17
AAFOLC_13715	EC=2.1.1.45
AAFOLC_13750	EC=2.5.1.75
AAFOLC_13760	EC=3.4.21.107
AAFOLC_13765	EC=1.6.5.11
AAFOLC_13790	EC=4.2.1.2
AAFOLC_13815	EC=1.1.1.37
AAFOLC_13950	EC=2.7.4.3
AAFOLC_13965	EC=2.7.7.6
AAFOLC_13975	EC=3.4.21.107
AAFOLC_14040	EC=3.6.4.13
AAFOLC_14050	EC=5.99.1.3
AAFOLC_14065	EC=1.2.1.38
AAFOLC_14095	EC=2.6.1.83
AAFOLC_14110	EC=2.7.7.7
AAFOLC_14180	EC=2.4.99.17
AAFOLC_14185	EC=2.4.2.29
AAFOLC_14195	EC=6.3.5.7
AAFOLC_14235	EC=6.1.1.19
AAFOLC_14360	EC=2.7.8.26
AAFOLC_14395	EC=2.1.1.74
AAFOLC_14425	EC=5.99.1.3
AAFOLC_14445	EC=6.3.2.6
AAFOLC_14460	EC=3.5.1.2
AAFOLC_14460	EC=6.3.5.3
AAFOLC_14465	EC=6.3.5.3
AAFOLC_14485	EC=4.3.2.2
AAFOLC_14490	EC=4.2.3.1
AAFOLC_14570	EC=2.5.1.17
AAFOLC_14645	EC=2.7.13.3
AAFOLC_14655	EC=1.6.5.11
AAFOLC_14660	EC=1.6.5.11
AAFOLC_14665	EC=1.6.5.11
AAFOLC_14670	EC=1.6.5.11
AAFOLC_14675	EC=1.6.5.3
AAFOLC_14680	EC=1.6.5.11
AAFOLC_14695	EC=1.6.5.11
AAFOLC_14700	EC=1.6.5.11
AAFOLC_14710	EC=1.6.5.11
AAFOLC_14715	EC=1.6.5.3
AAFOLC_14725	EC=1.6.5.11
AAFOLC_14740	EC=5.1.99.1
AAFOLC_14745	EC=1.9.3.1
AAFOLC_14750	EC=6.1.1.15
AAFOLC_14760	EC=3.6.3.28
AAFOLC_14895	EC=3.6.1.8
AAFOLC_14940	EC=2.3.1.180
AAFOLC_14945	EC=2.3.1.n2
AAFOLC_14965	EC=5.3.1.1
AAFOLC_14975	EC=4.1.3.27
AAFOLC_14980	EC=4.1.3.27
AAFOLC_14985	EC=2.4.2.18
AAFOLC_14990	EC=4.1.1.48
AAFOLC_15000	EC=4.6.1.17
AAFOLC_15010	EC=3.4.21.88
AAFOLC_15020	EC=6.1.1.17
AAFOLC_15060	EC=2.7.13.3
AAFOLC_15065	EC=3.6.4.12
AAFOLC_15070	EC=2.7.13.3
AAFOLC_15080	EC=4.6.1.12
AAFOLC_15080	EC=2.7.7.60
AAFOLC_15085	EC=3.5.1.42
AAFOLC_15100	EC=2.8.1.8
AAFOLC_15115	EC=1.8.1.4
AAFOLC_15135	EC=1.2.4.1
AAFOLC_15145	EC=1.2.4.1
AAFOLC_15165	EC=5.99.1.3
AAFOLC_15180	EC=3.1.26.3
AAFOLC_15195	EC=2.7.8.7
AAFOLC_15200	EC=2.6.99.2
AAFOLC_15250	EC=4.1.3.24
AAFOLC_15300	EC=3.1.3.5
AAFOLC_15370	EC=6.1.1.10
AAFOLC_15380	EC=2.7.4.9
AAFOLC_15410	EC=2.7.7.4
AAFOLC_15415	EC=2.7.1.25
AAFOLC_15415	EC=2.7.7.4
AAFOLC_15430	EC=3.6.3.14
AAFOLC_15465	EC=3.6.3.14
AAFOLC_15495	EC=2.7.2.1
AAFOLC_15525	EC=4.2.1.24
AAFOLC_15530	EC=4.3.1.19
AAFOLC_15550	EC=2.3.2.8
AAFOLC_15565	EC=4.2.1.11
AAFOLC_15585	EC=1.7.1.13
AAFOLC_15605	EC=6.3.4.2
AAFOLC_15630	EC=3.6.1.1
AAFOLC_15635	EC=6.1.1.11
AAFOLC_15655	EC=3.6.3.29
AAFOLC_15685	EC=2.1.1.77
AAFOLC_15690	EC=3.6.4.12
AAFOLC_15710	EC=2.6.1.16
AAFOLC_15715	EC=2.7.7.23
AAFOLC_15715	EC=2.3.1.157
AAFOLC_15745	EC=2.3.3.16
AAFOLC_15750	EC=2.4.1.182
AAFOLC_15760	EC=2.3.1.129
AAFOLC_15765	EC=4.2.1.59
AAFOLC_15785	EC=1.1.1.267
AAFOLC_15790	EC=2.7.7.41
AAFOLC_15795	EC=2.5.1.31
AAFOLC_15805	EC=2.7.4.22
AAFOLC_15845	EC=2.5.1.78
AAFOLC_15865	EC=2.1.2.1
AAFOLC_15885	EC=2.8.4.4
AAFOLC_15895	EC=2.7.7.6
AAFOLC_15925	EC=4.3.3.7
AAFOLC_15985	EC=3.6.1.7
AAFOLC_16015	EC=5.2.1.8
AAFOLC_16025	EC=2.7.7.3
AAFOLC_16040	EC=5.1.1.3
AAFOLC_16085	EC=4.3.1.19
AAFOLC_16110	EC=6.3.2.2
AAFOLC_16155	EC=4.2.1.96
AAFOLC_16160	EC=1.5.1.5
AAFOLC_16160	EC=3.5.4.9
AAFOLC_16185	EC=2.3.1.181
AAFOLC_16330	EC=2.7.7.70
AAFOLC_16330	EC=2.7.1.167
AAFOLC_16340	EC=1.1.1.22
AAFOLC_16420	EC=2.5.1.55
AAFOLC_16425	EC=2.7.7.38
AAFOLC_16430	EC=5.3.1.13
AAFOLC_16485	EC=3.6.3.27
AAFOLC_16495	EC=2.7.7.13
AAFOLC_16530	EC=4.1.2.25
AAFOLC_16540	EC=3.1.3.11
AAFOLC_16545	EC=6.2.1.3
AAFOLC_16595	EC=3.4.21.53
AAFOLC_16600	EC=3.6.4.12
AAFOLC_16605	EC=3.4.21.92
AAFOLC_16610	EC=5.2.1.8
AAFOLC_16625	EC=5.1.99.6
AAFOLC_16635	EC=6.3.1.2
AAFOLC_16700	EC=1.1.1.42
AAFOLC_16720	EC=6.1.1.7
AAFOLC_16735	EC=1.1.1.100
AAFOLC_16870	EC=3.6.3.36
AAFOLC_16905	EC=3.6.3.28
AAFOLC_16915	EC=2.5.1.129
AAFOLC_17060	EC=2.3.1.9
AAFOLC_17090	EC=2.8.1.7
AAFOLC_17120	EC=2.1.1.190
AAFOLC_17205	EC=1.3.1.9
AAFOLC_17240	EC=4.2.3.5
AAFOLC_17250	EC=4.1.99.12
AAFOLC_17260	EC=5.3.3.2
AAFOLC_17295	EC=1.3.99.31
AAFOLC_17365	EC=2.4.1.129
AAFOLC_17440	EC=3.5.1.4
AAFOLC_17475	EC=4.1.1.65
AAFOLC_17500	EC=4.2.1.17
AAFOLC_17695	EC=3.5.1.5
AAFOLC_17705	EC=3.5.1.5
AAFOLC_17710	EC=3.5.1.5
AAFOLC_17770	EC=1.1.1.95
AAFOLC_17800	EC=3.6.3.36
AAFOLC_17820	EC=1.17.5.2
AAFOLC_17905	EC=1.12.1.2
AAFOLC_17965	EC=1.1.1.100
AAFOLC_18005	EC=4.2.1.17
AAFOLC_18175	EC=3.6.3.25
AAFOLC_18300	EC=6.1.1.1
AAFOLC_18305	EC=2.7.1.170
AAFOLC_18345	EC=6.1.1.16
AAFOLC_18375	EC=6.1.1.17
AAFOLC_18395	EC=6.4.1.3
AAFOLC_18420	EC=5.4.99.2
AAFOLC_18425	EC=5.4.99.2
AAFOLC_18445	EC=2.2.1.7
AAFOLC_18475	EC=2.4.2.17
AAFOLC_18520	EC=2.7.7.42
AAFOLC_18520	EC=2.7.7.89
AAFOLC_18525	EC=2.7.13.3
AAFOLC_18535	EC=3.4.21.107
AAFOLC_18585	EC=1.15.1.1
AAFOLC_18795	EC=3.6.3.20
AAFOLC_18805	EC=3.1.3.25
AAFOLC_18880	EC=3.5.1.2
AAFOLC_19090	EC=3.6.3.12
AAFOLC_19125	EC=4.2.1.17
AAFOLC_19250	EC=2.5.1.19
AAFOLC_19255	EC=2.7.4.25
AAFOLC_19280	EC=5.4.99.61
AAFOLC_19285	EC=2.1.1.130
AAFOLC_19295	EC=1.3.1.54
AAFOLC_19300	EC=2.1.1.132
AAFOLC_19310	EC=2.1.1.133
AAFOLC_19315	EC=2.1.1.195
AAFOLC_19320	EC=6.3.5.9
AAFOLC_19405	EC=1.2.1.11
AAFOLC_19425	EC=6.3.4.3
AAFOLC_19435	EC=6.3.5.1
AAFOLC_19445	EC=3.6.1.66
AAFOLC_19450	EC=2.7.7.56
AAFOLC_19535	EC=2.1.1.228
AAFOLC_19585	EC=3.6.1.1
AAFOLC_19600	EC=1.8.4.11
AAFOLC_19635	EC=2.7.8.7
AAFOLC_19660	EC=3.6.3.36
AAFOLC_19775	EC=1.17.5.2
AAFOLC_19790	EC=1.1.1.100
AAFOLC_19855	EC=4.2.1.84
AAFOLC_19875	EC=3.6.3.36
AAFOLC_19905	EC=1.13.11.24
AAFOLC_19970	EC=3.6.3.17
AAFOLC_20065	EC=2.3.3.13
AAFOLC_20140	EC=2.7.13.3
AAFOLC_20155	EC=2.6.1.45
AAFOLC_20195	EC=3.6.3.41
AAFOLC_20195	EC=3.6.3.17
AAFOLC_20205	EC=2.3.1.1
AAFOLC_20205	EC=2.3.1.35
AAFOLC_20225	EC=1.1.1.85
AAFOLC_20235	EC=1.1.1.36
AAFOLC_20240	EC=2.3.1.9
AAFOLC_20325	EC=3.4.11.18
AAFOLC_20335	EC=3.2.1.4
AAFOLC_20350	EC=3.6.3.20
AAFOLC_20395	EC=2.7.9.1
AAFOLC_20410	EC=6.2.1.5
AAFOLC_20415	EC=6.2.1.5
AAFOLC_20420	EC=2.8.3.16
AAFOLC_20430	EC=2.8.3.16
AAFOLC_20435	EC=4.1.1.8
AAFOLC_20490	EC=3.6.3.28
AAFOLC_20785	EC=2.4.1.129
AAFOLC_20915	EC=1.3.8.1
AAFOLC_20920	EC=1.1.1.100
AAFOLC_20935	EC=6.2.1.3
AAFOLC_20950	EC=4.2.1.17
AAFOLC_21100	EC=6.2.1.3
AAFOLC_21225	EC=3.6.3.4
AAFOLC_21255	EC=1.9.3.1
AAFOLC_21295	EC=3.6.3.17
AAFOLC_21315	EC=2.5.1.47
AAFOLC_21325	EC=3.6.1.23
AAFOLC_21340	EC=2.1.1.163
AAFOLC_21340	EC=2.1.1.201
AAFOLC_21405	EC=4.2.1.9
AAFOLC_21450	EC=1.8.4.12
AAFOLC_21480	EC=1.1.1.262
AAFOLC_21485	EC=2.1.1.182
AAFOLC_21580	EC=6.1.1.4
AAFOLC_21620	EC=6.3.5.5
AAFOLC_21630	EC=2.7.13.3
AAFOLC_21810	EC=5.3.1.22
AAFOLC_21840	EC=1.5.5.1
AAFOLC_21875	EC=2.8.1.12
AAFOLC_21885	EC=2.7.4.1
AAFOLC_21895	EC=2.7.13.3
AAFOLC_21905	EC=1.11.1.21
AAFOLC_21930	EC=4.2.1.17
AAFOLC_22035	EC=2.7.13.3
AAFOLC_22055	EC=2.7.13.3
AAFOLC_22070	EC=4.1.1.49
AAFOLC_22080	EC=2.7.1.148
AAFOLC_22125	EC=2.8.1.10
AAFOLC_22130	EC=2.5.1.3
AAFOLC_22185	EC=2.7.13.3
AAFOLC_22215	EC=5.4.2.10
AAFOLC_22240	EC=3.5.5.1
AAFOLC_22320	EC=2.7.6.1
AAFOLC_22325	EC=2.4.1.15
AAFOLC_22370	EC=2.1.1.198
AAFOLC_22380	EC=6.3.2.3
AAFOLC_22390	EC=2.1.1.64
AAFOLC_22390	EC=2.1.1.222
AAFOLC_22450	EC=6.3.2.4
AAFOLC_22455	EC=1.3.1.98
AAFOLC_22480	EC=6.4.1.2
AAFOLC_22485	EC=4.2.1.20
AAFOLC_22495	EC=4.2.1.20
AAFOLC_22500	EC=5.3.1.24
AAFOLC_00760	EC=1.1.1.268
AAFOLC_02325	EC=1.3.99.12
AAFOLC_03950	EC=1.3.8.12
AAFOLC_05045	EC=4.2.1.148
